Date,FB,AAPL,AMZN,NFLX,GOOGL,TSLA
2017-04-06,141.1699981689453,139.8990478515625,898.280029296875,143.74000549316406,845.0999755859375,298.70001220703125
2017-04-07,140.77999877929688,139.58740234375,894.8800048828125,143.11000061035156,842.0999755859375,302.5400085449219
2017-04-10,141.0399932861328,139.42185974121094,907.0399780273438,143.85000610351562,841.7000122070312,312.3900146484375
2017-04-11,139.9199981689453,137.9221954345703,902.3599853515625,144.35000610351562,839.8800048828125,308.7099914550781
2017-04-12,139.5800018310547,138.08770751953125,896.22998046875,143.8300018310547,841.4600219726562,296.8399963378906
2017-04-13,139.38999938964844,137.35736083984375,884.6699829101562,142.9199981689453,840.1799926757812,304.0
2017-04-17,141.4199981689453,138.116943359375,901.989990234375,147.25,855.1300048828125,301.44000244140625
2017-04-18,140.9600067138672,137.50341796875,903.780029296875,143.36000061035156,853.989990234375,300.25
2017-04-19,142.27000427246094,136.99705505371094,899.2000122070312,139.75999450683594,856.510009765625,305.5199890136719
2017-04-20,143.8000030517578,138.7109832763672,902.0599975585938,141.17999267578125,860.0800170898438,302.510009765625
2017-04-21,143.67999267578125,138.54544067382812,898.530029296875,142.8699951171875,858.9500122070312,305.6000061035156
2017-04-24,145.47000122070312,139.87954711914062,907.4099731445312,143.8300018310547,878.9299926757812,308.0299987792969
2017-04-25,146.49000549316406,140.7462615966797,907.6199951171875,152.16000366210938,888.8400268554688,313.7900085449219
2017-04-26,146.55999755859375,139.9185028076172,909.2899780273438,150.1699981689453,889.1400146484375,310.1700134277344
2017-04-27,147.6999969482422,140.02560424804688,918.3800048828125,153.0800018310547,891.4400024414062,308.6300048828125
2017-04-28,150.25,139.88929748535156,924.989990234375,152.1999969482422,924.52001953125,314.07000732421875
2017-05-01,152.4600067138672,142.74258422851562,948.22998046875,155.35000610351562,932.8200073242188,322.8299865722656
2017-05-02,152.77999877929688,143.6482391357422,946.9400024414062,156.4499969482422,937.0900268554688,318.8900146484375
2017-05-03,151.8000030517578,143.2100372314453,941.030029296875,155.58999633789062,948.4500122070312,311.0199890136719
2017-05-04,150.85000610351562,142.69390869140625,937.530029296875,157.25,954.719970703125,295.4599914550781
2017-05-05,150.24000549316406,145.06027221679688,934.1500244140625,156.60000610351562,950.280029296875,308.3500061035156
2017-05-08,151.05999755859375,149.00424194335938,949.0399780273438,156.3800048828125,958.6900024414062,307.19000244140625
2017-05-09,150.47999572753906,149.95860290527344,952.8200073242188,157.4600067138672,956.7100219726562,321.260009765625
2017-05-10,150.2899932861328,149.2476806640625,948.9500122070312,160.27999877929688,954.8400268554688,325.2200012207031
2017-05-11,150.0399932861328,150.5384521484375,947.6199951171875,158.5399932861328,955.8900146484375,323.1000061035156
2017-05-12,150.3300018310547,152.64080810546875,961.3499755859375,160.80999755859375,955.1400146484375,324.80999755859375
2017-05-15,150.19000244140625,152.2496795654297,957.969970703125,160.02000427246094,959.219970703125,315.8800048828125
2017-05-16,149.77999877929688,152.0247802734375,966.0700073242188,159.41000366210938,964.6099853515625,317.010009765625
2017-05-17,144.85000610351562,146.9204559326172,944.760009765625,153.1999969482422,942.1699829101562,306.1099853515625
2017-05-18,147.66000366210938,149.15969848632812,958.489990234375,155.6999969482422,950.5,313.05999755859375
2017-05-19,148.05999755859375,149.6681671142578,959.8400268554688,157.02000427246094,954.6500244140625,310.8299865722656
2017-05-22,148.24000549316406,150.57757568359375,970.6699829101562,157.16000366210938,964.0700073242188,310.3500061035156
2017-05-23,148.07000732421875,150.39178466796875,971.5399780273438,157.9499969482422,970.5499877929688,303.8599853515625
2017-05-24,150.0399932861328,149.9419708251953,980.3499755859375,157.75,977.6099853515625,310.2200012207031
2017-05-25,151.9600067138672,150.460205078125,993.3800048828125,163.0500030517578,991.8599853515625,316.8299865722656
2017-05-26,152.1300048828125,150.20599365234375,995.780029296875,162.42999267578125,993.27001953125,325.1400146484375
2017-05-30,152.3800048828125,150.26466369628906,996.7000122070312,163.22000122070312,996.1699829101562,335.1000061035156
2017-05-31,151.4600067138672,149.3748016357422,994.6199951171875,163.07000732421875,987.0900268554688,341.010009765625
2017-06-01,151.52999877929688,149.78550720214844,995.9500122070312,162.99000549316406,988.2899780273438,340.3699951171875
2017-06-02,153.61000061035156,152.00521850585938,1006.72998046875,165.17999267578125,996.1199951171875,339.8500061035156
2017-06-05,153.6300048828125,150.51889038085938,1011.3400268554688,165.05999755859375,1003.8800048828125,347.32000732421875
2017-06-06,152.80999755859375,151.02737426757812,1003.0,165.1699981689453,996.6799926757812,352.8500061035156
2017-06-07,153.1199951171875,151.92698669433594,1010.0700073242188,165.61000061035156,1001.5,359.6499938964844
2017-06-08,154.7100067138672,151.555419921875,1010.27001953125,165.8800048828125,1004.280029296875,370.0
2017-06-09,149.60000610351562,145.6785888671875,978.3099975585938,158.02999877929688,970.1199951171875,357.32000732421875
2017-06-12,148.44000244140625,142.19747924804688,964.9099731445312,151.44000244140625,961.8099975585938,359.010009765625
2017-06-13,150.67999267578125,143.34153747558594,980.7899780273438,152.72000122070312,970.5,375.95001220703125
2017-06-14,150.25,141.9432373046875,976.469970703125,152.1999969482422,967.9299926757812,380.6600036621094
2017-06-15,149.8000030517578,141.09251403808594,964.1699829101562,151.75999450683594,960.1799926757812,375.3399963378906
2017-06-16,150.63999938964844,139.11729431152344,987.7100219726562,152.3800048828125,958.6199951171875,371.3999938964844
2017-06-19,152.8699951171875,143.09710693359375,995.1699829101562,153.39999389648438,975.219970703125,369.79998779296875
2017-06-20,152.25,141.79656982421875,992.5900268554688,152.0500030517578,968.989990234375,372.239990234375
2017-06-21,153.91000366210938,142.6374969482422,1002.22998046875,155.02999877929688,978.5900268554688,376.3999938964844
2017-06-22,153.39999389648438,142.40283203125,1001.2999877929688,154.88999938964844,976.6199951171875,382.6099853515625
2017-06-23,155.07000732421875,143.03842163085938,1003.739990234375,158.02000427246094,986.0900268554688,383.45001220703125
2017-06-26,153.58999633789062,142.58863830566406,993.97998046875,157.5,972.0900268554688,377.489990234375
2017-06-27,150.5800018310547,140.54493713378906,976.780029296875,151.02999877929688,948.0900268554688,362.3699951171875
2017-06-28,153.24000549316406,142.59840393066406,990.3300170898438,153.41000366210938,961.010009765625,371.239990234375
2017-06-29,151.0399932861328,140.4960479736328,975.9299926757812,150.08999633789062,937.8200073242188,360.75
